,nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
3149,0.5509259259259259,0.1576086956521739,0.5555555555555556,0.233695652173913,0.5046296296296297,0.2282608695652173,0.4537037037037037,0.1793478260869565,0.4537037037037037,0.0869565217391304,0.6018518518518519,0.2391304347826087,0.6157407407407407,0.3423913043478261,0.6111111111111112,0.4293478260869565,0.5138888888888888,0.4402173913043478,0.5185185185185185,0.6032608695652174,0.5277777777777778,0.7554347826086957,0.5787037037037037,0.4456521739130434,0.5879629629629629,0.5978260869565217,0.5972222222222222,0.7445652173913043,0.5416666666666666,0.1467391304347826,0.5601851851851852,0.1413043478260869,0.5277777777777778,0.1576086956521739,0.5787037037037037,0.1521739130434782,wave
3150,0.5555555555555556,0.1576086956521739,0.5555555555555556,0.233695652173913,0.5046296296296297,0.2282608695652173,0.4537037037037037,0.1793478260869565,0.4537037037037037,0.0869565217391304,0.6064814814814815,0.2391304347826087,0.6203703703703703,0.3478260869565217,0.6157407407407407,0.4347826086956521,0.5185185185185185,0.4402173913043478,0.5231481481481481,0.6032608695652174,0.5277777777777778,0.7554347826086957,0.5833333333333334,0.4456521739130434,0.5925925925925926,0.5978260869565217,0.5972222222222222,0.7445652173913043,0.5416666666666666,0.1467391304347826,0.5648148148148148,0.1467391304347826,0.5324074074074074,0.1521739130434782,0.5833333333333334,0.1521739130434782,wave
3151,0.5648148148148148,0.1576086956521739,0.5648148148148148,0.233695652173913,0.5138888888888888,0.2282608695652173,0.4583333333333333,0.1793478260869565,0.4537037037037037,0.0869565217391304,0.6157407407407407,0.2391304347826087,0.6342592592592593,0.3423913043478261,0.625,0.4347826086956521,0.5231481481481481,0.4402173913043478,0.5277777777777778,0.6086956521739131,0.5277777777777778,0.7554347826086957,0.5879629629629629,0.4456521739130434,0.5972222222222222,0.6032608695652174,0.5972222222222222,0.75,0.5509259259259259,0.1467391304347826,0.5740740740740741,0.1413043478260869,0.5370370370370371,0.1521739130434782,0.5879629629629629,0.1521739130434782,wave
3152,0.5694444444444444,0.1576086956521739,0.5740740740740741,0.233695652173913,0.5231481481481481,0.2282608695652173,0.4675925925925926,0.1902173913043478,0.4583333333333333,0.0978260869565217,0.625,0.2391304347826087,0.6527777777777778,0.3423913043478261,0.6342592592592593,0.4293478260869565,0.5324074074074074,0.4402173913043478,0.5277777777777778,0.6032608695652174,0.5277777777777778,0.7554347826086957,0.5972222222222222,0.4456521739130434,0.6064814814814815,0.6032608695652174,0.5972222222222222,0.7391304347826086,0.5601851851851852,0.1467391304347826,0.5833333333333334,0.1413043478260869,0.5462962962962963,0.1521739130434782,0.5972222222222222,0.1521739130434782,wave
3153,0.5740740740740741,0.1576086956521739,0.5787037037037037,0.233695652173913,0.5277777777777778,0.2282608695652173,0.4722222222222222,0.1902173913043478,0.4629629629629629,0.0978260869565217,0.6296296296296297,0.2391304347826087,0.6574074074074074,0.3369565217391304,0.6388888888888888,0.4293478260869565,0.5370370370370371,0.4402173913043478,0.5324074074074074,0.6032608695652174,0.5277777777777778,0.7554347826086957,0.6018518518518519,0.4510869565217391,0.6064814814814815,0.6032608695652174,0.6018518518518519,0.7445652173913043,0.5648148148148148,0.1467391304347826,0.5833333333333334,0.1467391304347826,0.5509259259259259,0.1521739130434782,0.6018518518518519,0.1521739130434782,wave
3154,0.5833333333333334,0.1576086956521739,0.5879629629629629,0.233695652173913,0.5416666666666666,0.2282608695652173,0.4768518518518518,0.1956521739130435,0.4675925925925926,0.1032608695652173,0.6388888888888888,0.2445652173913043,0.6666666666666666,0.3423913043478261,0.6435185185185185,0.4347826086956521,0.5416666666666666,0.4456521739130434,0.5370370370370371,0.6086956521739131,0.5277777777777778,0.7554347826086957,0.6064814814814815,0.4510869565217391,0.6111111111111112,0.6086956521739131,0.5972222222222222,0.7445652173913043,0.5740740740740741,0.1467391304347826,0.5925925925925926,0.1467391304347826,0.5648148148148148,0.1576086956521739,0.6157407407407407,0.1521739130434782,wave
3155,0.5879629629629629,0.1576086956521739,0.5972222222222222,0.233695652173913,0.5462962962962963,0.2282608695652173,0.4861111111111111,0.1902173913043478,0.4722222222222222,0.1032608695652173,0.6435185185185185,0.2391304347826087,0.6712962962962963,0.3478260869565217,0.6481481481481481,0.4347826086956521,0.5509259259259259,0.4456521739130434,0.5370370370370371,0.6086956521739131,0.5277777777777778,0.7554347826086957,0.6111111111111112,0.4510869565217391,0.6111111111111112,0.6086956521739131,0.6018518518518519,0.7391304347826086,0.5787037037037037,0.1467391304347826,0.5972222222222222,0.1467391304347826,0.5694444444444444,0.1521739130434782,0.6203703703703703,0.1521739130434782,wave
3156,0.5925925925925926,0.1576086956521739,0.6018518518518519,0.233695652173913,0.5509259259259259,0.2282608695652173,0.4907407407407407,0.1956521739130435,0.4722222222222222,0.1141304347826086,0.6481481481481481,0.2391304347826087,0.6759259259259259,0.3478260869565217,0.6481481481481481,0.4347826086956521,0.5509259259259259,0.4456521739130434,0.5370370370370371,0.6032608695652174,0.5324074074074074,0.7445652173913043,0.6157407407407407,0.4565217391304347,0.6111111111111112,0.6086956521739131,0.6018518518518519,0.7445652173913043,0.5833333333333334,0.1467391304347826,0.6018518518518519,0.1467391304347826,0.5740740740740741,0.1521739130434782,0.625,0.1521739130434782,wave
3157,0.5925925925925926,0.1576086956521739,0.6018518518518519,0.233695652173913,0.5555555555555556,0.2282608695652173,0.4953703703703703,0.2010869565217391,0.4722222222222222,0.1141304347826086,0.6527777777777778,0.2445652173913043,0.6759259259259259,0.3478260869565217,0.6527777777777778,0.4347826086956521,0.5509259259259259,0.4510869565217391,0.5370370370370371,0.6032608695652174,0.5370370370370371,0.7391304347826086,0.6157407407407407,0.4565217391304347,0.6111111111111112,0.6086956521739131,0.6018518518518519,0.7445652173913043,0.5879629629629629,0.1467391304347826,0.6064814814814815,0.1467391304347826,0.0,0.0,0.6296296296296297,0.1521739130434782,wave
3158,0.5925925925925926,0.1576086956521739,0.6064814814814815,0.233695652173913,0.5601851851851852,0.2282608695652173,0.4953703703703703,0.2065217391304347,0.4722222222222222,0.125,0.6527777777777778,0.2445652173913043,0.6759259259259259,0.3478260869565217,0.6527777777777778,0.4347826086956521,0.5509259259259259,0.4456521739130434,0.5416666666666666,0.6032608695652174,0.5509259259259259,0.7391304347826086,0.6111111111111112,0.4565217391304347,0.6111111111111112,0.6086956521739131,0.6018518518518519,0.7554347826086957,0.5833333333333334,0.1467391304347826,0.6064814814814815,0.1467391304347826,0.0,0.0,0.6296296296296297,0.1521739130434782,wave
3159,0.5879629629629629,0.1576086956521739,0.6064814814814815,0.233695652173913,0.5555555555555556,0.2282608695652173,0.4953703703703703,0.2065217391304347,0.4675925925925926,0.1195652173913043,0.6527777777777778,0.2391304347826087,0.6759259259259259,0.3478260869565217,0.6481481481481481,0.4402173913043478,0.5555555555555556,0.4456521739130434,0.5462962962962963,0.6032608695652174,0.5509259259259259,0.7391304347826086,0.6111111111111112,0.4565217391304347,0.6111111111111112,0.6032608695652174,0.6018518518518519,0.7445652173913043,0.5833333333333334,0.1467391304347826,0.6018518518518519,0.1467391304347826,0.0,0.0,0.6296296296296297,0.1521739130434782,wave
3160,0.5879629629629629,0.1576086956521739,0.6064814814814815,0.233695652173913,0.5601851851851852,0.2282608695652173,0.5,0.2065217391304347,0.4675925925925926,0.1304347826086956,0.6481481481481481,0.2391304347826087,0.6712962962962963,0.3423913043478261,0.6481481481481481,0.4347826086956521,0.5555555555555556,0.4456521739130434,0.5462962962962963,0.6032608695652174,0.5509259259259259,0.7391304347826086,0.6111111111111112,0.4565217391304347,0.6064814814814815,0.6032608695652174,0.6018518518518519,0.75,0.5787037037037037,0.1467391304347826,0.5972222222222222,0.1413043478260869,0.0,0.0,0.625,0.1521739130434782,wave
